response_id,date,customer_id,score,feedback,touchpoint,customer_segment
4812,2025-04-10,C88533,9,Best in class solution!,Mobile App,Enterprise
4813,2025-05-11,C20153,6,Good but room for improvement.,Email,SMB
4814,2025-05-07,C41365,4,Frequent issues and bugs.,Support,Enterprise
4815,2025-04-06,C41707,2,Would not recommend.,Mobile App,Enterprise
4816,2025-05-07,C80118,1,Not intuitive enough.,Support,SMB
4817,2025-04-28,C55819,6,Could use some improvements.,Email,Enterprise
4818,2025-04-28,C40019,4,Too expensive for what it offers.,Support,Consumer
4819,2025-04-04,C86490,10,Outstanding support team.,Email,Enterprise
4820,2025-04-17,C67694,1,Too many problems.,Website,Enterprise
4821,2025-04-14,C34398,4,Poor customer support.,Mobile App,Enterprise
4822,2025-04-11,C16171,1,Not worth the price.,Email,Enterprise
4823,2025-04-29,C31532,9,Best in class solution!,Support,SMB
4824,2025-05-14,C14524,3,Difficult to use.,Email,Enterprise
4825,2025-05-11,C89954,4,Not intuitive enough.,Website,SMB
4826,2025-04-21,C39929,8,Excellent ROI for our business.,Website,Consumer
4827,2025-04-19,C20653,3,Frequent issues and bugs.,Website,Enterprise
4828,2025-05-03,C50875,9,Excellent product and service!,Email,SMB
4829,2025-05-30,C60461,9,Great value for money.,Support,SMB
4830,2025-04-11,C80061,10,Excellent ROI for our business.,Email,Consumer
4831,2025-05-30,C56284,8,Excellent ROI for our business.,Website,Consumer
4832,2025-05-23,C30003,8,Best in class solution!,Email,Consumer
4833,2025-05-06,C56624,7,Average experience.,Email,Enterprise
4834,2025-04-11,C37847,2,Frequent issues and bugs.,Email,SMB
4835,2025-04-24,C30553,4,Poor customer support.,Support,SMB
4836,2025-04-27,C39764,1,Difficult to use.,Support,Consumer
4837,2025-04-14,C10543,3,Too many problems.,Email,Enterprise
4838,2025-05-11,C53936,5,Average experience.,Support,Consumer
4839,2025-05-04,C36812,9,Exceeded our expectations.,Website,Enterprise
4840,2025-05-19,C55470,5,Satisfactory service.,Website,Consumer
4841,2025-04-04,C17675,3,Poor customer support.,Support,Enterprise
4842,2025-05-27,C65219,5,Decent performance.,Support,Enterprise
4843,2025-05-29,C44129,8,Highly recommended!,Support,Consumer
4844,2025-04-01,C51913,7,Meets our basic needs.,Mobile App,Enterprise
4845,2025-05-14,C31437,6,Meets our basic needs.,Support,Consumer
4846,2025-05-04,C37370,9,Excellent product and service!,Mobile App,SMB
4847,2025-04-08,C75274,1,Too many problems.,Website,SMB
4848,2025-05-06,C55607,9,Outstanding support team.,Email,Enterprise
4849,2025-05-21,C89717,5,Meets our basic needs.,Mobile App,Consumer
4850,2025-04-07,C34808,5,Some features could be better.,Email,SMB
4851,2025-05-26,C66638,5,Satisfactory service.,Mobile App,Enterprise
4852,2025-04-13,C58151,9,Excellent product and service!,Email,Consumer
4853,2025-04-27,C71009,10,Transformative for our operations.,Support,SMB
4854,2025-05-16,C47002,9,Transformative for our operations.,Mobile App,Enterprise
4855,2025-05-27,C68619,2,Not intuitive enough.,Website,Consumer
4856,2025-05-16,C67136,10,Excellent ROI for our business.,Mobile App,SMB
4857,2025-04-02,C76490,8,Exceeded our expectations.,Website,Enterprise
4858,2025-05-20,C44756,4,Too expensive for what it offers.,Mobile App,Enterprise
4859,2025-04-17,C76409,6,Satisfactory service.,Support,Enterprise
4860,2025-04-10,C10393,1,Needs significant improvement.,Mobile App,SMB
4861,2025-05-31,C21073,9,Transformative for our operations.,Website,SMB
4862,2025-04-08,C83645,8,Best in class solution!,Website,SMB
4863,2025-05-28,C99341,5,Good but room for improvement.,Website,Enterprise
4864,2025-04-13,C94114,5,Could use some improvements.,Website,SMB
4865,2025-04-20,C40456,2,Not intuitive enough.,Mobile App,Consumer
4866,2025-04-07,C58917,9,Exceeded our expectations.,Website,Enterprise
4867,2025-04-28,C54670,3,Poor customer support.,Mobile App,Enterprise
4868,2025-04-05,C10146,1,Not worth the price.,Mobile App,SMB
4869,2025-04-17,C12003,3,Needs significant improvement.,Support,Consumer
4870,2025-05-31,C44098,2,Difficult to use.,Email,Consumer
4871,2025-05-17,C24932,4,Would not recommend.,Website,Consumer
4872,2025-05-19,C10045,3,Would not recommend.,Mobile App,SMB
4873,2025-05-25,C20284,9,Highly recommended!,Email,Enterprise
4874,2025-05-21,C61502,9,Great value for money.,Website,Enterprise
4875,2025-04-06,C99429,3,Difficult to use.,Support,SMB
4876,2025-04-29,C26239,1,Too expensive for what it offers.,Email,Consumer
4877,2025-04-01,C12273,5,Good but room for improvement.,Website,Enterprise
4878,2025-04-04,C42097,3,Not worth the price.,Website,SMB
4879,2025-04-02,C48736,9,Outstanding support team.,Support,SMB
4880,2025-04-25,C69436,10,Best in class solution!,Email,Consumer
4881,2025-04-20,C52694,8,Best in class solution!,Support,Enterprise
4882,2025-05-11,C66125,6,Could use some improvements.,Mobile App,Enterprise
4883,2025-05-09,C48516,4,Needs significant improvement.,Website,Consumer
4884,2025-05-12,C67414,3,Not worth the price.,Mobile App,Enterprise
4885,2025-04-27,C30388,6,Average experience.,Website,Consumer
4886,2025-04-17,C80171,3,Disappointed with the service.,Email,Enterprise
4887,2025-04-03,C87422,6,Decent performance.,Email,Enterprise
4888,2025-04-22,C58048,5,Meets our basic needs.,Website,Consumer
4889,2025-05-29,C23175,2,Not worth the price.,Website,Consumer
4890,2025-04-18,C43565,6,Average experience.,Mobile App,Consumer
4891,2025-05-08,C12278,4,Disappointed with the service.,Support,Consumer
4892,2025-05-02,C23026,3,Disappointed with the service.,Email,Consumer
4893,2025-05-29,C87120,5,Satisfactory service.,Support,Consumer
4894,2025-05-02,C57129,1,Difficult to use.,Website,SMB
4895,2025-04-06,C31119,4,Difficult to use.,Mobile App,Enterprise
4896,2025-05-09,C48272,8,Outstanding support team.,Email,Consumer
4897,2025-05-26,C20872,4,Too expensive for what it offers.,Support,SMB
4898,2025-05-05,C82378,5,Good product overall.,Website,Consumer
4899,2025-05-27,C87269,7,Decent performance.,Mobile App,Consumer
4900,2025-04-04,C27252,3,Frequent issues and bugs.,Website,Enterprise
4901,2025-05-09,C82922,5,Satisfactory service.,Mobile App,Consumer
4902,2025-05-25,C65107,1,Frequent issues and bugs.,Email,Enterprise
4903,2025-05-01,C17043,3,Too expensive for what it offers.,Mobile App,Enterprise
4904,2025-04-23,C30739,1,Not intuitive enough.,Email,Enterprise
4905,2025-04-13,C47020,4,Poor customer support.,Support,Enterprise
4906,2025-04-20,C11915,1,Frequent issues and bugs.,Support,Consumer
4907,2025-05-03,C99492,10,Very intuitive interface.,Email,SMB
4908,2025-04-16,C55562,10,Exceeded our expectations.,Website,Consumer
4909,2025-05-23,C17985,1,Not worth the price.,Website,Enterprise
4910,2025-04-09,C55920,4,Too many problems.,Mobile App,Consumer
4911,2025-05-05,C39943,10,Excellent ROI for our business.,Mobile App,SMB
4912,2025-05-08,C90718,1,Not worth the price.,Mobile App,Consumer
4913,2025-04-30,C18458,6,Average experience.,Website,Consumer
4914,2025-04-22,C38868,9,Highly recommended!,Website,Enterprise
4915,2025-05-16,C33323,1,Frequent issues and bugs.,Mobile App,SMB
4916,2025-04-14,C63758,1,Needs significant improvement.,Support,SMB
4917,2025-05-28,C57892,5,Good product overall.,Website,SMB
4918,2025-05-29,C20731,6,Good product overall.,Email,SMB
4919,2025-05-09,C55336,6,Decent performance.,Support,Consumer
4920,2025-04-11,C43507,10,Outstanding support team.,Mobile App,SMB
4921,2025-05-07,C28477,4,Frequent issues and bugs.,Website,SMB
4922,2025-05-31,C84978,2,Disappointed with the service.,Website,Enterprise
4923,2025-04-28,C90108,4,Too expensive for what it offers.,Website,SMB
4924,2025-04-06,C42573,3,Not intuitive enough.,Email,SMB
4925,2025-05-01,C61149,4,Too many problems.,Email,Enterprise
4926,2025-05-16,C55206,2,Needs significant improvement.,Website,Consumer
4927,2025-04-21,C71645,8,Excellent ROI for our business.,Support,Enterprise
4928,2025-05-13,C86224,5,Decent performance.,Mobile App,Enterprise
4929,2025-05-10,C74744,2,Not worth the price.,Website,SMB
4930,2025-04-18,C30661,5,Good but room for improvement.,Support,SMB
4931,2025-04-24,C11793,1,Not worth the price.,Mobile App,Consumer
4932,2025-05-22,C58822,2,Too many problems.,Email,Enterprise
4933,2025-04-16,C74857,4,Frequent issues and bugs.,Mobile App,Enterprise
4934,2025-04-05,C60543,7,Meets our basic needs.,Mobile App,Enterprise
4935,2025-05-02,C30615,10,Transformative for our operations.,Website,Enterprise
4936,2025-05-16,C52936,4,Not worth the price.,Email,Consumer
4937,2025-04-19,C67154,10,Very intuitive interface.,Support,SMB
4938,2025-05-31,C65873,5,Some features could be better.,Website,SMB
4939,2025-04-05,C54342,2,Poor customer support.,Support,Enterprise
4940,2025-05-13,C55209,8,Very intuitive interface.,Mobile App,Consumer
4941,2025-04-17,C83204,6,Good but room for improvement.,Email,Consumer
4942,2025-04-26,C43693,6,Works as expected.,Support,Consumer
4943,2025-05-19,C38109,1,Too many problems.,Mobile App,Consumer
4944,2025-05-10,C90871,8,Transformative for our operations.,Email,Enterprise
4945,2025-05-10,C82931,9,Best in class solution!,Website,SMB
4946,2025-05-23,C94457,3,Poor customer support.,Support,Consumer
4947,2025-04-13,C65843,2,Disappointed with the service.,Mobile App,Enterprise
4948,2025-04-16,C55502,2,Disappointed with the service.,Website,Consumer
4949,2025-05-04,C14654,10,Exceeded our expectations.,Support,SMB
4950,2025-05-01,C72389,5,Generally satisfied.,Mobile App,Consumer
4951,2025-05-19,C34767,3,Would not recommend.,Email,SMB
4952,2025-04-11,C22435,7,Some features could be better.,Mobile App,Enterprise
4953,2025-04-10,C84284,7,Generally satisfied.,Email,Consumer
4954,2025-05-23,C57962,8,Transformative for our operations.,Website,Enterprise
4955,2025-04-04,C77227,10,Highly recommended!,Email,Enterprise
4956,2025-04-25,C21672,10,Best in class solution!,Mobile App,SMB
4957,2025-04-02,C47275,10,Transformative for our operations.,Email,Consumer
4958,2025-05-11,C37811,8,Excellent product and service!,Website,Consumer
4959,2025-05-23,C98124,9,Excellent product and service!,Mobile App,SMB
4960,2025-05-11,C55091,8,Exceeded our expectations.,Support,SMB
4961,2025-04-13,C48680,10,Excellent ROI for our business.,Email,Consumer
4962,2025-05-03,C46456,10,Excellent ROI for our business.,Mobile App,Consumer
4963,2025-04-07,C54793,2,Disappointed with the service.,Support,SMB
4964,2025-04-03,C66021,1,Disappointed with the service.,Email,SMB
4965,2025-05-05,C13099,6,Satisfactory service.,Email,Consumer
4966,2025-04-23,C80453,4,Would not recommend.,Support,SMB
4967,2025-05-25,C57880,8,Great value for money.,Mobile App,Consumer
4968,2025-04-18,C29011,4,Too many problems.,Email,Enterprise
4969,2025-05-17,C58693,6,Good but room for improvement.,Email,SMB
4970,2025-04-19,C45695,2,Frequent issues and bugs.,Support,Enterprise
4971,2025-05-07,C95122,7,Some features could be better.,Support,Enterprise
4972,2025-05-02,C31832,6,Generally satisfied.,Email,Consumer
4973,2025-05-01,C85548,2,Not intuitive enough.,Mobile App,Consumer
4974,2025-04-07,C18983,2,Difficult to use.,Mobile App,SMB
4975,2025-04-28,C76405,9,Outstanding support team.,Support,Enterprise
4976,2025-04-17,C27758,5,Some features could be better.,Email,SMB
4977,2025-04-15,C50740,6,Good but room for improvement.,Email,Consumer
4978,2025-05-16,C11805,2,Would not recommend.,Email,Consumer
4979,2025-05-30,C73404,4,Too expensive for what it offers.,Website,Enterprise
4980,2025-04-10,C89279,6,Meets our basic needs.,Support,Consumer
4981,2025-05-15,C97110,4,Difficult to use.,Website,SMB
4982,2025-05-30,C42054,5,Works as expected.,Website,Enterprise
4983,2025-04-01,C75761,10,Excellent ROI for our business.,Email,Consumer
4984,2025-04-25,C62155,4,Too expensive for what it offers.,Email,Consumer
4985,2025-05-21,C22221,1,Difficult to use.,Website,Consumer
4986,2025-05-14,C69785,2,Not worth the price.,Mobile App,Consumer
4987,2025-04-01,C13502,10,Excellent product and service!,Email,SMB
4988,2025-05-27,C87552,6,Decent performance.,Mobile App,Enterprise
4989,2025-05-22,C66330,1,Too expensive for what it offers.,Support,SMB
4990,2025-04-03,C66958,6,Decent performance.,Website,SMB
4991,2025-04-15,C28662,2,Needs significant improvement.,Email,SMB
4992,2025-05-04,C92928,4,Difficult to use.,Email,SMB
4993,2025-05-24,C59798,7,Some features could be better.,Email,SMB
4994,2025-04-03,C41082,2,Disappointed with the service.,Email,SMB
4995,2025-04-14,C55681,1,Would not recommend.,Website,Enterprise
4996,2025-04-07,C95929,8,Best in class solution!,Mobile App,Consumer
4997,2025-04-17,C12431,4,Would not recommend.,Website,Enterprise
4998,2025-04-20,C86301,7,Good but room for improvement.,Website,SMB
4999,2025-05-09,C69574,7,Good product overall.,Website,Consumer
5000,2025-05-09,C30217,5,Could use some improvements.,Email,Consumer
5001,2025-05-21,C71376,1,Too expensive for what it offers.,Mobile App,Enterprise
5002,2025-05-22,C23546,1,Would not recommend.,Support,SMB
5003,2025-04-29,C42950,4,Would not recommend.,Email,Enterprise
5004,2025-05-17,C15047,1,Disappointed with the service.,Mobile App,Enterprise
5005,2025-04-30,C64708,10,Outstanding support team.,Mobile App,SMB
5006,2025-05-07,C54793,8,Transformative for our operations.,Mobile App,Consumer
5007,2025-05-05,C48901,10,Outstanding support team.,Mobile App,Enterprise
5008,2025-04-07,C55464,9,Excellent product and service!,Support,Enterprise
5009,2025-04-11,C46379,8,Transformative for our operations.,Mobile App,Enterprise
5010,2025-05-03,C62852,7,Some features could be better.,Support,Enterprise
5011,2025-05-09,C72021,9,Very intuitive interface.,Support,Enterprise
5012,2025-05-05,C55020,4,Poor customer support.,Email,SMB
5013,2025-05-24,C26166,9,Highly recommended!,Email,Consumer
5014,2025-05-21,C98598,9,Great value for money.,Website,Enterprise
5015,2025-05-14,C98404,2,Disappointed with the service.,Support,Consumer
5016,2025-04-10,C20201,1,Not intuitive enough.,Mobile App,SMB
5017,2025-05-07,C43867,10,Outstanding support team.,Mobile App,SMB
5018,2025-04-25,C63747,7,Good product overall.,Email,SMB
5019,2025-05-28,C49558,10,Best in class solution!,Website,SMB
5020,2025-05-17,C70980,1,Not intuitive enough.,Mobile App,SMB
5021,2025-05-09,C75420,1,Poor customer support.,Email,SMB
5022,2025-05-02,C93570,9,Excellent product and service!,Email,Consumer
5023,2025-05-04,C58065,7,Satisfactory service.,Support,Consumer
5024,2025-04-22,C72941,7,Meets our basic needs.,Support,Consumer
5025,2025-04-24,C78341,1,Poor customer support.,Email,SMB
5026,2025-04-19,C76444,9,Excellent product and service!,Support,SMB
5027,2025-04-14,C16335,7,Meets our basic needs.,Support,Consumer
5028,2025-05-25,C26572,1,Not intuitive enough.,Website,Enterprise
5029,2025-05-16,C59395,7,Generally satisfied.,Mobile App,Enterprise
5030,2025-04-15,C17149,2,Frequent issues and bugs.,Mobile App,Consumer
5031,2025-05-24,C89823,8,Transformative for our operations.,Support,SMB
5032,2025-04-24,C21894,4,Would not recommend.,Mobile App,Consumer
5033,2025-05-19,C32441,2,Difficult to use.,Support,SMB
5034,2025-04-07,C80538,9,Excellent product and service!,Support,Consumer
5035,2025-05-21,C38701,8,Great value for money.,Support,Consumer
5036,2025-05-27,C82309,4,Too expensive for what it offers.,Website,SMB
5037,2025-04-05,C12194,3,Too expensive for what it offers.,Support,Enterprise
5038,2025-05-03,C80040,6,Average experience.,Email,Consumer
5039,2025-04-19,C15869,8,Outstanding support team.,Website,Consumer
5040,2025-05-10,C86495,8,Outstanding support team.,Support,Consumer
5041,2025-04-03,C98385,2,Disappointed with the service.,Mobile App,SMB
5042,2025-04-05,C10559,5,Generally satisfied.,Website,SMB
5043,2025-05-11,C36404,5,Some features could be better.,Email,Enterprise
5044,2025-04-30,C68030,3,Frequent issues and bugs.,Support,SMB
5045,2025-05-24,C66570,8,Very intuitive interface.,Mobile App,Consumer
5046,2025-04-22,C80646,10,Excellent ROI for our business.,Support,SMB
5047,2025-04-21,C73639,7,Generally satisfied.,Mobile App,Enterprise
5048,2025-05-16,C70524,3,Disappointed with the service.,Mobile App,SMB
5049,2025-04-16,C92281,5,Meets our basic needs.,Email,Enterprise
5050,2025-05-25,C63789,3,Frequent issues and bugs.,Mobile App,Consumer
5051,2025-04-29,C76449,9,Highly recommended!,Support,SMB
5052,2025-04-29,C28557,9,Best in class solution!,Website,Consumer
5053,2025-05-17,C13093,6,Could use some improvements.,Website,Consumer
5054,2025-05-21,C46945,7,Average experience.,Support,Enterprise
5055,2025-05-24,C83891,5,Generally satisfied.,Mobile App,Consumer
5056,2025-04-13,C35007,4,Not intuitive enough.,Email,Consumer
5057,2025-05-18,C26217,4,Needs significant improvement.,Support,Consumer
5058,2025-05-20,C32584,2,Too expensive for what it offers.,Email,Consumer
5059,2025-04-29,C69978,9,Transformative for our operations.,Support,SMB
5060,2025-05-14,C49686,7,Could use some improvements.,Website,Enterprise
5061,2025-05-14,C63760,9,Excellent ROI for our business.,Support,SMB
5062,2025-05-10,C33917,1,Too many problems.,Email,Consumer
5063,2025-05-28,C22972,5,Generally satisfied.,Website,SMB
5064,2025-05-27,C59648,9,Very satisfied with the experience.,Support,SMB
5065,2025-05-11,C62487,10,Excellent product and service!,Website,Consumer
5066,2025-05-22,C89288,8,Very intuitive interface.,Support,Consumer
5067,2025-05-01,C48342,5,Meets our basic needs.,Website,Consumer
5068,2025-04-06,C50510,4,Frequent issues and bugs.,Mobile App,Enterprise
5069,2025-04-25,C11971,7,Good but room for improvement.,Website,SMB
5070,2025-05-15,C25798,3,Disappointed with the service.,Website,Consumer
5071,2025-05-16,C64180,2,Too expensive for what it offers.,Email,Enterprise
5072,2025-05-15,C24271,5,Decent performance.,Website,Consumer
5073,2025-04-15,C38793,1,Not intuitive enough.,Support,Enterprise
5074,2025-04-27,C36041,5,Decent performance.,Website,SMB
5075,2025-05-21,C97243,10,Exceeded our expectations.,Mobile App,SMB
5076,2025-04-03,C86993,4,Too expensive for what it offers.,Email,Enterprise
5077,2025-04-11,C71498,8,Best in class solution!,Website,Consumer
5078,2025-05-22,C11476,5,Good product overall.,Support,Consumer
5079,2025-04-19,C89870,1,Difficult to use.,Website,Consumer
5080,2025-05-18,C25295,8,Transformative for our operations.,Mobile App,Consumer
5081,2025-05-11,C31236,3,Difficult to use.,Email,SMB
5082,2025-04-14,C97920,5,Average experience.,Mobile App,Consumer
5083,2025-04-07,C98410,2,Disappointed with the service.,Website,Enterprise
5084,2025-05-28,C24617,2,Difficult to use.,Support,Consumer
5085,2025-04-21,C94503,4,Disappointed with the service.,Website,Consumer
5086,2025-04-07,C92789,2,Disappointed with the service.,Website,Enterprise
5087,2025-04-25,C12672,7,Works as expected.,Mobile App,Enterprise
5088,2025-05-07,C32696,6,Satisfactory service.,Website,Consumer
5089,2025-04-23,C70331,8,Very intuitive interface.,Email,Consumer
5090,2025-05-15,C13177,8,Great value for money.,Mobile App,Enterprise
5091,2025-04-13,C43139,1,Too many problems.,Email,Consumer
5092,2025-05-29,C97346,9,Excellent product and service!,Email,Enterprise
5093,2025-04-27,C90944,4,Not intuitive enough.,Support,Consumer
5094,2025-05-20,C22217,4,Difficult to use.,Support,SMB
5095,2025-04-04,C17657,5,Works as expected.,Email,Consumer
5096,2025-04-14,C18186,8,Very satisfied with the experience.,Support,Consumer
5097,2025-05-18,C54898,8,Excellent product and service!,Mobile App,Enterprise
5098,2025-05-25,C71170,10,Best in class solution!,Support,Consumer
5099,2025-05-26,C47953,9,Excellent ROI for our business.,Mobile App,Enterprise
5100,2025-04-11,C28469,3,Needs significant improvement.,Support,Consumer
5101,2025-05-12,C19898,1,Poor customer support.,Mobile App,SMB
5102,2025-05-03,C94639,4,Not intuitive enough.,Website,Enterprise
5103,2025-05-08,C62913,9,Outstanding support team.,Mobile App,Enterprise
5104,2025-04-21,C16435,1,Difficult to use.,Mobile App,Consumer
5105,2025-05-10,C20568,2,Would not recommend.,Email,Enterprise
5106,2025-05-13,C87480,10,Highly recommended!,Mobile App,SMB
5107,2025-05-01,C37622,2,Too many problems.,Mobile App,Enterprise
5108,2025-04-24,C22717,5,Meets our basic needs.,Email,Consumer
5109,2025-05-05,C31013,8,Outstanding support team.,Email,SMB
5110,2025-05-02,C48779,3,Frequent issues and bugs.,Support,Consumer
5111,2025-05-10,C33927,5,Generally satisfied.,Email,Consumer
5112,2025-05-06,C90620,8,Excellent product and service!,Email,Enterprise
5113,2025-04-25,C27674,3,Disappointed with the service.,Website,SMB
5114,2025-05-17,C81202,8,Best in class solution!,Support,Enterprise
5115,2025-05-07,C67480,10,Very satisfied with the experience.,Email,Consumer
5116,2025-04-30,C92804,9,Great value for money.,Email,Enterprise
5117,2025-05-08,C77763,6,Good product overall.,Mobile App,SMB
5118,2025-05-18,C87378,5,Meets our basic needs.,Mobile App,SMB
5119,2025-05-27,C62196,7,Some features could be better.,Email,SMB
5120,2025-05-03,C42036,4,Difficult to use.,Email,Consumer
5121,2025-04-07,C96015,3,Needs significant improvement.,Website,Consumer
5122,2025-04-10,C68712,7,Could use some improvements.,Support,Enterprise
5123,2025-05-28,C32322,5,Average experience.,Email,Consumer
5124,2025-05-30,C57421,6,Good product overall.,Email,SMB
5125,2025-04-16,C20091,1,Too expensive for what it offers.,Mobile App,SMB
5126,2025-04-09,C43534,3,Poor customer support.,Mobile App,SMB
5127,2025-04-17,C29843,2,Would not recommend.,Support,SMB
5128,2025-04-14,C17826,2,Frequent issues and bugs.,Support,Consumer
5129,2025-04-27,C67861,7,Decent performance.,Email,Consumer
5130,2025-04-25,C31189,5,Good but room for improvement.,Mobile App,SMB
5131,2025-05-24,C69828,3,Not worth the price.,Website,Enterprise
5132,2025-05-03,C11590,5,Good but room for improvement.,Support,Consumer
5133,2025-04-03,C66371,1,Disappointed with the service.,Website,Enterprise
5134,2025-05-05,C32473,6,Satisfactory service.,Email,Enterprise
5135,2025-05-29,C48421,6,Could use some improvements.,Mobile App,Consumer
5136,2025-05-28,C30400,6,Good product overall.,Email,SMB
5137,2025-04-15,C66933,3,Not intuitive enough.,Website,SMB
5138,2025-05-10,C13623,9,Transformative for our operations.,Support,Consumer
5139,2025-05-03,C43722,10,Very intuitive interface.,Mobile App,SMB
5140,2025-04-22,C52499,9,Excellent ROI for our business.,Support,Consumer
5141,2025-04-05,C85554,1,Frequent issues and bugs.,Support,Enterprise
5142,2025-05-11,C32272,10,Great value for money.,Mobile App,Consumer
5143,2025-04-26,C99002,6,Decent performance.,Email,Consumer
5144,2025-04-01,C50049,8,Outstanding support team.,Mobile App,Consumer
5145,2025-05-19,C50531,6,Satisfactory service.,Mobile App,Enterprise
5146,2025-05-22,C71085,2,Frequent issues and bugs.,Email,SMB
5147,2025-05-12,C70486,10,Great value for money.,Website,Consumer
5148,2025-04-04,C47444,1,Disappointed with the service.,Support,Enterprise
5149,2025-05-25,C11635,5,Good but room for improvement.,Website,SMB
5150,2025-04-14,C28579,7,Some features could be better.,Email,SMB
5151,2025-05-05,C74496,7,Decent performance.,Email,Enterprise
5152,2025-04-30,C38645,4,Not intuitive enough.,Mobile App,Consumer
5153,2025-05-11,C34556,6,Good product overall.,Support,Consumer
5154,2025-05-18,C56533,1,Frequent issues and bugs.,Email,Consumer
5155,2025-04-16,C86254,3,Too many problems.,Email,SMB
5156,2025-04-29,C29245,9,Outstanding support team.,Support,Consumer
5157,2025-05-03,C76374,4,Would not recommend.,Website,Enterprise
5158,2025-05-15,C35337,3,Poor customer support.,Mobile App,SMB
5159,2025-05-16,C66646,1,Not worth the price.,Support,Consumer
5160,2025-04-05,C75523,2,Not worth the price.,Mobile App,Enterprise
5161,2025-05-11,C67606,8,Excellent product and service!,Mobile App,Consumer
5162,2025-05-30,C19109,9,Best in class solution!,Support,Enterprise
5163,2025-04-27,C53777,10,Best in class solution!,Website,SMB
5164,2025-05-30,C85310,5,Some features could be better.,Website,SMB
5165,2025-05-09,C49135,8,Great value for money.,Website,Consumer
5166,2025-05-17,C64579,1,Not worth the price.,Support,Consumer
5167,2025-05-02,C44310,2,Frequent issues and bugs.,Email,Enterprise
5168,2025-04-19,C86423,10,Very satisfied with the experience.,Website,Consumer
5169,2025-05-20,C94987,9,Very satisfied with the experience.,Email,SMB
5170,2025-04-27,C93372,6,Meets our basic needs.,Support,SMB
5171,2025-04-05,C12470,8,Transformative for our operations.,Email,Enterprise
5172,2025-05-20,C72816,4,Poor customer support.,Email,Consumer
5173,2025-05-10,C11936,10,Exceeded our expectations.,Support,Enterprise
5174,2025-05-09,C75176,5,Could use some improvements.,Website,Consumer
5175,2025-04-27,C85584,10,Very intuitive interface.,Mobile App,Enterprise
5176,2025-04-17,C62624,5,Satisfactory service.,Support,Consumer
5177,2025-04-11,C73321,4,Would not recommend.,Support,Consumer
5178,2025-04-18,C27167,1,Needs significant improvement.,Website,Enterprise
5179,2025-05-08,C55898,7,Decent performance.,Mobile App,Enterprise
5180,2025-05-13,C80676,6,Generally satisfied.,Support,SMB
5181,2025-04-15,C14919,6,Average experience.,Mobile App,SMB
5182,2025-05-03,C99652,4,Too expensive for what it offers.,Mobile App,SMB
5183,2025-05-06,C31978,2,Disappointed with the service.,Email,SMB
5184,2025-04-20,C32637,3,Needs significant improvement.,Website,Enterprise
5185,2025-04-03,C13112,9,Transformative for our operations.,Email,Consumer
5186,2025-04-13,C84503,9,Very intuitive interface.,Email,Consumer
5187,2025-04-16,C48549,7,Good but room for improvement.,Website,Consumer
5188,2025-05-07,C14000,1,Would not recommend.,Mobile App,SMB
5189,2025-04-03,C86839,9,Excellent ROI for our business.,Support,Enterprise
5190,2025-05-12,C90856,2,Difficult to use.,Mobile App,SMB
5191,2025-04-09,C60189,2,Not intuitive enough.,Email,SMB
5192,2025-04-30,C79310,2,Disappointed with the service.,Support,Enterprise
5193,2025-05-29,C61272,4,Too many problems.,Mobile App,Enterprise
5194,2025-05-02,C62208,3,Poor customer support.,Email,SMB
5195,2025-05-25,C63435,7,Good but room for improvement.,Mobile App,Consumer
5196,2025-05-28,C25969,5,Meets our basic needs.,Website,SMB
5197,2025-04-22,C32013,8,Highly recommended!,Website,SMB
5198,2025-05-07,C73852,2,Frequent issues and bugs.,Support,Consumer
5199,2025-05-11,C43653,4,Too expensive for what it offers.,Website,Consumer
5200,2025-04-04,C97787,6,Decent performance.,Support,SMB
5201,2025-04-27,C26294,4,Disappointed with the service.,Mobile App,Consumer
5202,2025-04-25,C25606,5,Works as expected.,Mobile App,Enterprise
5203,2025-04-05,C90052,5,Decent performance.,Support,Enterprise
5204,2025-05-27,C66800,9,Outstanding support team.,Mobile App,Consumer
5205,2025-04-08,C85654,8,Very intuitive interface.,Website,Enterprise
5206,2025-04-17,C95286,4,Would not recommend.,Mobile App,Consumer
5207,2025-04-18,C46416,6,Satisfactory service.,Website,Consumer
5208,2025-05-11,C85017,5,Good product overall.,Website,SMB
5209,2025-04-13,C83933,8,Very satisfied with the experience.,Mobile App,SMB
5210,2025-05-25,C15554,10,Transformative for our operations.,Support,Consumer
5211,2025-05-07,C51911,6,Meets our basic needs.,Website,Enterprise
5212,2025-05-19,C95607,10,Excellent product and service!,Website,SMB
5213,2025-04-28,C93074,7,Works as expected.,Email,Consumer
5214,2025-04-27,C32812,1,Needs significant improvement.,Mobile App,SMB
5215,2025-05-04,C35474,7,Satisfactory service.,Support,Enterprise
5216,2025-05-24,C34102,2,Not worth the price.,Website,Consumer
5217,2025-05-03,C33650,3,Would not recommend.,Mobile App,Consumer
5218,2025-05-31,C31990,1,Poor customer support.,Website,Consumer
5219,2025-05-12,C22946,9,Highly recommended!,Mobile App,Enterprise
5220,2025-05-05,C38993,7,Decent performance.,Mobile App,SMB
5221,2025-05-18,C48165,9,Exceeded our expectations.,Email,SMB
5222,2025-04-12,C39085,1,Poor customer support.,Support,Consumer
5223,2025-04-09,C49801,10,Highly recommended!,Email,Enterprise
